sale_id,store_id,store_name,product_id,product_name,category,quantity,unit_price,amount,sale_time,date,hour,is_weekend,region,city
SA00006513,S031,星巴克(NB Xiangshan Pacific Square-GF),P001,美式咖啡,经典咖啡,1,28,28,2024-12-28 17:17:02,2024-12-28,17,1,浙江,Ningbo
SA00006514,S031,星巴克(NB Xiangshan Pacific Square-GF),P013,红茶拿铁,茶饮,1,32,32,2024-12-28 07:18:40,2024-12-28,7,1,浙江,Ningbo
SA00006515,S031,星巴克(NB Xiangshan Pacific Square-GF),P017,气致冷萃,冷萃,1,42,42,2024-12-29 13:52:48,2024-12-29,13,1,浙江,Ningbo
SA00006516,S031,星巴克(NB Xiangshan Pacific Square-GF),P017,气致冷萃,冷萃,1,42,42,2024-12-29 17:03:52,2024-12-29,17,1,浙江,Ningbo
SA00006517,S031,星巴克(NB Xiangshan Pacific Square-GF),P013,红茶拿铁,茶饮,2,32,64,2024-12-29 08:14:07,2024-12-29,8,1,浙江,Ningbo
SA00006518,S031,星巴克(NB Xiangshan Pacific Square-GF),P019,樱花拿铁,特调饮品,1,38,38,2024-12-29 15:01:21,2024-12-29,15,1,浙江,Ningbo
SA00006519,S031,星巴克(NB Xiangshan Pacific Square-GF),P007,馥芮白,经典咖啡,2,36,72,2024-12-29 09:52:16,2024-12-29,9,1,浙江,Ningbo
SA00006520,S031,星巴克(NB Xiangshan Pacific Square-GF),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-29 12:50:47,2024-12-29,12,1,浙江,Ningbo
SA00006521,S031,星巴克(NB Xiangshan Pacific Square-GF),P001,美式咖啡,经典咖啡,1,28,28,2024-12-29 15:34:23,2024-12-29,15,1,浙江,Ningbo
SA00006522,S031,星巴克(NB Xiangshan Pacific Square-GF),P004,摩卡,经典咖啡,2,35,70,2024-12-30 09:20:55,2024-12-30,9,0,浙江,Ningbo
SA00006523,S031,星巴克(NB Xiangshan Pacific Square-GF),P001,美式咖啡,经典咖啡,2,28,56,2024-12-30 05:40:29,2024-12-30,5,0,浙江,Ningbo
SA00006524,S031,星巴克(NB Xiangshan Pacific Square-GF),P011,咖啡星冰乐,星冰乐,1,34,34,2024-12-30 15:37:42,2024-12-30,15,0,浙江,Ningbo
SA00006525,S031,星巴克(NB Xiangshan Pacific Square-GF),P003,卡布奇诺,经典咖啡,2,32,64,2024-12-30 21:13:12,2024-12-30,21,0,浙江,Ningbo
SA00006526,S031,星巴克(NB Xiangshan Pacific Square-GF),P010,摩卡星冰乐,星冰乐,1,36,36,2024-12-30 16:31:39,2024-12-30,16,0,浙江,Ningbo
SA00006527,S031,星巴克(NB Xiangshan Pacific Square-GF),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-30 08:35:50,2024-12-30,8,0,浙江,Ningbo
SA00006528,S031,星巴克(NB Xiangshan Pacific Square-GF),P003,卡布奇诺,经典咖啡,2,32,64,2024-12-30 21:32:41,2024-12-30,21,0,浙江,Ningbo
SA00006529,S031,星巴克(NB Xiangshan Pacific Square-GF),P009,焦糖星冰乐,星冰乐,1,36,36,2024-12-30 08:44:11,2024-12-30,8,0,浙江,Ningbo
SA00006530,S031,星巴克(NB Xiangshan Pacific Square-GF),P012,抹茶拿铁,茶饮,2,34,68,2024-12-31 19:34:37,2024-12-31,19,0,浙江,Ningbo
SA00006531,S031,星巴克(NB Xiangshan Pacific Square-GF),P016,冷萃咖啡,冷萃,2,36,72,2024-12-31 17:41:26,2024-12-31,17,0,浙江,Ningbo
SA00006532,S031,星巴克(NB Xiangshan Pacific Square-GF),P002,拿铁,经典咖啡,1,32,32,2024-12-31 11:25:44,2024-12-31,11,0,浙江,Ningbo
SA00006533,S031,星巴克(NB Xiangshan Pacific Square-GF),P011,咖啡星冰乐,星冰乐,2,34,68,2024-12-31 10:41:27,2024-12-31,10,0,浙江,Ningbo
SA00006534,S031,星巴克(NB Xiangshan Pacific Square-GF),P012,抹茶拿铁,茶饮,1,34,34,2024-12-31 08:05:20,2024-12-31,8,0,浙江,Ningbo
SA00006535,S031,星巴克(NB Xiangshan Pacific Square-GF),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-31 20:57:26,2024-12-31,20,0,浙江,Ningbo
SA00006536,S031,星巴克(NB Xiangshan Pacific Square-GF),P013,红茶拿铁,茶饮,1,32,32,2024-12-31 00:45:52,2024-12-31,0,0,浙江,Ningbo
SA00006537,S032,星巴克(珠海招商花园城店),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-01 11:01:25,2024-12-01,11,1,广东,珠海市
SA00006538,S032,星巴克(珠海招商花园城店),P011,咖啡星冰乐,星冰乐,2,34,68,2024-12-01 10:59:41,2024-12-01,10,1,广东,珠海市
SA00006539,S032,星巴克(珠海招商花园城店),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-01 06:21:01,2024-12-01,6,1,广东,珠海市
SA00006540,S032,星巴克(珠海招商花园城店),P014,冰摇柠檬茶,茶饮,1,28,28,2024-12-02 18:27:01,2024-12-02,18,0,广东,珠海市
SA00006541,S032,星巴克(珠海招商花园城店),P005,焦糖玛奇朵,经典咖啡,1,35,35,2024-12-02 14:02:05,2024-12-02,14,0,广东,珠海市
SA00006542,S032,星巴克(珠海招商花园城店),P020,太妃榛果拿铁,特调饮品,2,38,76,2024-12-02 16:27:59,2024-12-02,16,0,广东,珠海市
SA00006543,S032,星巴克(珠海招商花园城店),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-02 12:34:42,2024-12-02,12,0,广东,珠海市
SA00006544,S032,星巴克(珠海招商花园城店),P010,摩卡星冰乐,星冰乐,1,36,36,2024-12-03 12:05:31,2024-12-03,12,0,广东,珠海市
SA00006545,S032,星巴克(珠海招商花园城店),P007,馥芮白,经典咖啡,1,36,36,2024-12-03 16:22:57,2024-12-03,16,0,广东,珠海市
SA00006546,S032,星巴克(珠海招商花园城店),P019,樱花拿铁,特调饮品,1,38,38,2024-12-03 18:41:01,2024-12-03,18,0,广东,珠海市
SA00006547,S032,星巴克(珠海招商花园城店),P003,卡布奇诺,经典咖啡,1,32,32,2024-12-03 01:43:15,2024-12-03,1,0,广东,珠海市
SA00006548,S032,星巴克(珠海招商花园城店),P009,焦糖星冰乐,星冰乐,1,36,36,2024-12-03 15:15:08,2024-12-03,15,0,广东,珠海市
SA00006549,S032,星巴克(珠海招商花园城店),P009,焦糖星冰乐,星冰乐,1,36,36,2024-12-03 10:15:48,2024-12-03,10,0,广东,珠海市
SA00006550,S032,星巴克(珠海招商花园城店),P009,焦糖星冰乐,星冰乐,2,36,72,2024-12-03 10:17:59,2024-12-03,10,0,广东,珠海市
SA00006551,S032,星巴克(珠海招商花园城店),P020,太妃榛果拿铁,特调饮品,1,38,38,2024-12-04 08:05:23,2024-12-04,8,0,广东,珠海市
SA00006552,S032,星巴克(珠海招商花园城店),P011,咖啡星冰乐,星冰乐,1,34,34,2024-12-04 10:12:30,2024-12-04,10,0,广东,珠海市
SA00006553,S032,星巴克(珠海招商花园城店),P004,摩卡,经典咖啡,1,35,35,2024-12-04 18:34:11,2024-12-04,18,0,广东,珠海市
SA00006554,S032,星巴克(珠海招商花园城店),P019,樱花拿铁,特调饮品,1,38,38,2024-12-04 14:54:26,2024-12-04,14,0,广东,珠海市
SA00006555,S032,星巴克(珠海招商花园城店),P011,咖啡星冰乐,星冰乐,1,34,34,2024-12-04 10:05:58,2024-12-04,10,0,广东,珠海市
SA00006556,S032,星巴克(珠海招商花园城店),P018,燕麦奶冷萃,冷萃,2,38,76,2024-12-04 07:34:52,2024-12-04,7,0,广东,珠海市
SA00006557,S032,星巴克(珠海招商花园城店),P009,焦糖星冰乐,星冰乐,1,36,36,2024-12-04 17:13:15,2024-12-04,17,0,广东,珠海市
SA00006558,S032,星巴克(珠海招商花园城店),P017,气致冷萃,冷萃,2,42,84,2024-12-04 08:47:56,2024-12-04,8,0,广东,珠海市
SA00006559,S032,星巴克(珠海招商花园城店),P004,摩卡,经典咖啡,1,35,35,2024-12-05 08:10:04,2024-12-05,8,0,广东,珠海市
SA00006560,S032,星巴克(珠海招商花园城店),P016,冷萃咖啡,冷萃,1,36,36,2024-12-05 08:14:48,2024-12-05,8,0,广东,珠海市
SA00006561,S032,星巴克(珠海招商花园城店),P002,拿铁,经典咖啡,3,32,96,2024-12-05 19:41:31,2024-12-05,19,0,广东,珠海市
SA00006562,S032,星巴克(珠海招商花园城店),P019,樱花拿铁,特调饮品,2,38,76,2024-12-05 05:34:57,2024-12-05,5,0,广东,珠海市
SA00006563,S032,星巴克(珠海招商花园城店),P014,冰摇柠檬茶,茶饮,1,28,28,2024-12-05 12:25:34,2024-12-05,12,0,广东,珠海市
SA00006564,S032,星巴克(珠海招商花园城店),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-05 18:30:37,2024-12-05,18,0,广东,珠海市
SA00006565,S032,星巴克(珠海招商花园城店),P001,美式咖啡,经典咖啡,1,28,28,2024-12-05 16:32:12,2024-12-05,16,0,广东,珠海市
SA00006566,S032,星巴克(珠海招商花园城店),P015,冰摇桃桃绿茶,茶饮,2,30,60,2024-12-05 05:35:52,2024-12-05,5,0,广东,珠海市
SA00006567,S032,星巴克(珠海招商花园城店),P015,冰摇桃桃绿茶,茶饮,1,30,30,2024-12-06 10:40:10,2024-12-06,10,0,广东,珠海市
SA00006568,S032,星巴克(珠海招商花园城店),P015,冰摇桃桃绿茶,茶饮,1,30,30,2024-12-06 07:52:50,2024-12-06,7,0,广东,珠海市
SA00006569,S032,星巴克(珠海招商花园城店),P018,燕麦奶冷萃,冷萃,1,38,38,2024-12-06 19:19:19,2024-12-06,19,0,广东,珠海市
SA00006570,S032,星巴克(珠海招商花园城店),P016,冷萃咖啡,冷萃,2,36,72,2024-12-06 10:21:04,2024-12-06,10,0,广东,珠海市
SA00006571,S032,星巴克(珠海招商花园城店),P002,拿铁,经典咖啡,2,32,64,2024-12-06 13:20:16,2024-12-06,13,0,广东,珠海市
SA00006572,S032,星巴克(珠海招商花园城店),P015,冰摇桃桃绿茶,茶饮,1,30,30,2024-12-06 08:30:06,2024-12-06,8,0,广东,珠海市
SA00006573,S032,星巴克(珠海招商花园城店),P005,焦糖玛奇朵,经典咖啡,1,35,35,2024-12-07 14:18:35,2024-12-07,14,1,广东,珠海市
SA00006574,S032,星巴克(珠海招商花园城店),P004,摩卡,经典咖啡,2,35,70,2024-12-07 10:56:31,2024-12-07,10,1,广东,珠海市
SA00006575,S032,星巴克(珠海招商花园城店),P012,抹茶拿铁,茶饮,2,34,68,2024-12-07 06:36:10,2024-12-07,6,1,广东,珠海市
SA00006576,S032,星巴克(珠海招商花园城店),P018,燕麦奶冷萃,冷萃,1,38,38,2024-12-08 21:45:27,2024-12-08,21,1,广东,珠海市
SA00006577,S032,星巴克(珠海招商花园城店),P011,咖啡星冰乐,星冰乐,1,34,34,2024-12-08 13:19:01,2024-12-08,13,1,广东,珠海市
SA00006578,S032,星巴克(珠海招商花园城店),P001,美式咖啡,经典咖啡,1,28,28,2024-12-08 13:04:04,2024-12-08,13,1,广东,珠海市
SA00006579,S032,星巴克(珠海招商花园城店),P012,抹茶拿铁,茶饮,1,34,34,2024-12-08 13:47:38,2024-12-08,13,1,广东,珠海市
SA00006580,S032,星巴克(珠海招商花园城店),P019,樱花拿铁,特调饮品,1,38,38,2024-12-08 15:30:01,2024-12-08,15,1,广东,珠海市
SA00006581,S032,星巴克(珠海招商花园城店),P013,红茶拿铁,茶饮,1,32,32,2024-12-08 13:45:06,2024-12-08,13,1,广东,珠海市
SA00006582,S032,星巴克(珠海招商花园城店),P018,燕麦奶冷萃,冷萃,1,38,38,2024-12-08 18:47:05,2024-12-08,18,1,广东,珠海市
SA00006583,S032,星巴克(珠海招商花园城店),P017,气致冷萃,冷萃,1,42,42,2024-12-08 17:58:24,2024-12-08,17,1,广东,珠海市
SA00006584,S032,星巴克(珠海招商花园城店),P012,抹茶拿铁,茶饮,2,34,68,2024-12-08 16:26:11,2024-12-08,16,1,广东,珠海市
SA00006585,S032,星巴克(珠海招商花园城店),P002,拿铁,经典咖啡,1,32,32,2024-12-08 10:35:07,2024-12-08,10,1,广东,珠海市
SA00006586,S032,星巴克(珠海招商花园城店),P001,美式咖啡,经典咖啡,2,28,56,2024-12-09 11:58:58,2024-12-09,11,0,广东,珠海市
SA00006587,S032,星巴克(珠海招商花园城店),P020,太妃榛果拿铁,特调饮品,1,38,38,2024-12-09 10:41:37,2024-12-09,10,0,广东,珠海市
SA00006588,S032,星巴克(珠海招商花园城店),P001,美式咖啡,经典咖啡,1,28,28,2024-12-09 07:56:19,2024-12-09,7,0,广东,珠海市
SA00006589,S032,星巴克(珠海招商花园城店),P017,气致冷萃,冷萃,2,42,84,2024-12-09 18:26:52,2024-12-09,18,0,广东,珠海市
SA00006590,S032,星巴克(珠海招商花园城店),P014,冰摇柠檬茶,茶饮,2,28,56,2024-12-09 17:30:36,2024-12-09,17,0,广东,珠海市
SA00006591,S032,星巴克(珠海招商花园城店),P004,摩卡,经典咖啡,1,35,35,2024-12-09 07:15:54,2024-12-09,7,0,广东,珠海市
SA00006592,S032,星巴克(珠海招商花园城店),P002,拿铁,经典咖啡,3,32,96,2024-12-10 16:28:28,2024-12-10,16,0,广东,珠海市
SA00006593,S032,星巴克(珠海招商花园城店),P020,太妃榛果拿铁,特调饮品,1,38,38,2024-12-10 15:29:04,2024-12-10,15,0,广东,珠海市
SA00006594,S032,星巴克(珠海招商花园城店),P014,冰摇柠檬茶,茶饮,1,28,28,2024-12-10 01:24:26,2024-12-10,1,0,广东,珠海市
SA00006595,S032,星巴克(珠海招商花园城店),P015,冰摇桃桃绿茶,茶饮,1,30,30,2024-12-10 16:26:11,2024-12-10,16,0,广东,珠海市
SA00006596,S032,星巴克(珠海招商花园城店),P004,摩卡,经典咖啡,1,35,35,2024-12-10 09:55:31,2024-12-10,9,0,广东,珠海市
SA00006597,S032,星巴克(珠海招商花园城店),P014,冰摇柠檬茶,茶饮,1,28,28,2024-12-11 13:53:33,2024-12-11,13,0,广东,珠海市
SA00006598,S032,星巴克(珠海招商花园城店),P013,红茶拿铁,茶饮,1,32,32,2024-12-11 14:14:11,2024-12-11,14,0,广东,珠海市
SA00006599,S032,星巴克(珠海招商花园城店),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-11 07:17:44,2024-12-11,7,0,广东,珠海市
SA00006600,S032,星巴克(珠海招商花园城店),P010,摩卡星冰乐,星冰乐,1,36,36,2024-12-11 14:48:25,2024-12-11,14,0,广东,珠海市
SA00006601,S032,星巴克(珠海招商花园城店),P001,美式咖啡,经典咖啡,1,28,28,2024-12-11 16:50:44,2024-12-11,16,0,广东,珠海市
SA00006602,S032,星巴克(珠海招商花园城店),P015,冰摇桃桃绿茶,茶饮,1,30,30,2024-12-11 11:28:17,2024-12-11,11,0,广东,珠海市
SA00006603,S032,星巴克(珠海招商花园城店),P008,抹茶星冰乐,星冰乐,1,38,38,2024-12-11 14:16:47,2024-12-11,14,0,广东,珠海市
SA00006604,S032,星巴克(珠海招商花园城店),P011,咖啡星冰乐,星冰乐,2,34,68,2024-12-11 15:59:29,2024-12-11,15,0,广东,珠海市
SA00006605,S032,星巴克(珠海招商花园城店),P008,抹茶星冰乐,星冰乐,3,38,114,2024-12-12 07:57:34,2024-12-12,7,0,广东,珠海市
SA00006606,S032,星巴克(珠海招商花园城店),P020,太妃榛果拿铁,特调饮品,1,38,38,2024-12-12 08:59:07,2024-12-12,8,0,广东,珠海市
SA00006607,S032,星巴克(珠海招商花园城店),P009,焦糖星冰乐,星冰乐,1,36,36,2024-12-12 18:26:56,2024-12-12,18,0,广东,珠海市
SA00006608,S032,星巴克(珠海招商花园城店),P004,摩卡,经典咖啡,1,35,35,2024-12-13 16:16:09,2024-12-13,16,0,广东,珠海市
SA00006609,S032,星巴克(珠海招商花园城店),P014,冰摇柠檬茶,茶饮,1,28,28,2024-12-13 17:54:05,2024-12-13,17,0,广东,珠海市
SA00006610,S032,星巴克(珠海招商花园城店),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-13 08:45:47,2024-12-13,8,0,广东,珠海市
SA00006611,S032,星巴克(珠海招商花园城店),P004,摩卡,经典咖啡,1,35,35,2024-12-13 12:06:19,2024-12-13,12,0,广东,珠海市
SA00006612,S032,星巴克(珠海招商花园城店),P019,樱花拿铁,特调饮品,1,38,38,2024-12-13 15:14:33,2024-12-13,15,0,广东,珠海市
SA00006613,S032,星巴克(珠海招商花园城店),P015,冰摇桃桃绿茶,茶饮,1,30,30,2024-12-13 17:13:29,2024-12-13,17,0,广东,珠海市
SA00006614,S032,星巴克(珠海招商花园城店),P002,拿铁,经典咖啡,1,32,32,2024-12-14 17:31:59,2024-12-14,17,1,广东,珠海市
SA00006615,S032,星巴克(珠海招商花园城店),P008,抹茶星冰乐,星冰乐,1,38,38,2024-12-14 10:09:54,2024-12-14,10,1,广东,珠海市
SA00006616,S032,星巴克(珠海招商花园城店),P013,红茶拿铁,茶饮,1,32,32,2024-12-14 18:14:54,2024-12-14,18,1,广东,珠海市
SA00006617,S032,星巴克(珠海招商花园城店),P018,燕麦奶冷萃,冷萃,1,38,38,2024-12-14 06:33:29,2024-12-14,6,1,广东,珠海市
SA00006618,S032,星巴克(珠海招商花园城店),P015,冰摇桃桃绿茶,茶饮,1,30,30,2024-12-14 00:49:22,2024-12-14,0,1,广东,珠海市
SA00006619,S032,星巴克(珠海招商花园城店),P005,焦糖玛奇朵,经典咖啡,1,35,35,2024-12-14 08:16:14,2024-12-14,8,1,广东,珠海市
SA00006620,S032,星巴克(珠海招商花园城店),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-14 10:46:37,2024-12-14,10,1,广东,珠海市
SA00006621,S032,星巴克(珠海招商花园城店),P003,卡布奇诺,经典咖啡,1,32,32,2024-12-15 20:40:30,2024-12-15,20,1,广东,珠海市
SA00006622,S032,星巴克(珠海招商花园城店),P005,焦糖玛奇朵,经典咖啡,1,35,35,2024-12-15 11:15:01,2024-12-15,11,1,广东,珠海市
SA00006623,S032,星巴克(珠海招商花园城店),P019,樱花拿铁,特调饮品,3,38,114,2024-12-15 06:42:14,2024-12-15,6,1,广东,珠海市
SA00006624,S032,星巴克(珠海招商花园城店),P003,卡布奇诺,经典咖啡,1,32,32,2024-12-16 17:54:14,2024-12-16,17,0,广东,珠海市
SA00006625,S032,星巴克(珠海招商花园城店),P013,红茶拿铁,茶饮,3,32,96,2024-12-16 13:22:22,2024-12-16,13,0,广东,珠海市
SA00006626,S032,星巴克(珠海招商花园城店),P018,燕麦奶冷萃,冷萃,1,38,38,2024-12-16 08:41:36,2024-12-16,8,0,广东,珠海市
SA00006627,S032,星巴克(珠海招商花园城店),P009,焦糖星冰乐,星冰乐,1,36,36,2024-12-16 22:38:22,2024-12-16,22,0,广东,珠海市
SA00006628,S032,星巴克(珠海招商花园城店),P017,气致冷萃,冷萃,1,42,42,2024-12-17 13:21:54,2024-12-17,13,0,广东,珠海市
SA00006629,S032,星巴克(珠海招商花园城店),P017,气致冷萃,冷萃,2,42,84,2024-12-17 08:56:30,2024-12-17,8,0,广东,珠海市
SA00006630,S032,星巴克(珠海招商花园城店),P007,馥芮白,经典咖啡,1,36,36,2024-12-17 18:57:33,2024-12-17,18,0,广东,珠海市
SA00006631,S032,星巴克(珠海招商花园城店),P012,抹茶拿铁,茶饮,1,34,34,2024-12-17 19:45:01,2024-12-17,19,0,广东,珠海市
SA00006632,S032,星巴克(珠海招商花园城店),P015,冰摇桃桃绿茶,茶饮,1,30,30,2024-12-17 19:15:24,2024-12-17,19,0,广东,珠海市
SA00006633,S032,星巴克(珠海招商花园城店),P001,美式咖啡,经典咖啡,1,28,28,2024-12-17 11:36:26,2024-12-17,11,0,广东,珠海市
SA00006634,S032,星巴克(珠海招商花园城店),P015,冰摇桃桃绿茶,茶饮,1,30,30,2024-12-17 20:56:55,2024-12-17,20,0,广东,珠海市
SA00006635,S032,星巴克(珠海招商花园城店),P002,拿铁,经典咖啡,2,32,64,2024-12-18 19:05:24,2024-12-18,19,0,广东,珠海市
SA00006636,S032,星巴克(珠海招商花园城店),P017,气致冷萃,冷萃,2,42,84,2024-12-18 12:27:24,2024-12-18,12,0,广东,珠海市
SA00006637,S032,星巴克(珠海招商花园城店),P010,摩卡星冰乐,星冰乐,2,36,72,2024-12-18 08:51:35,2024-12-18,8,0,广东,珠海市
SA00006638,S032,星巴克(珠海招商花园城店),P007,馥芮白,经典咖啡,1,36,36,2024-12-18 08:07:02,2024-12-18,8,0,广东,珠海市
SA00006639,S032,星巴克(珠海招商花园城店),P011,咖啡星冰乐,星冰乐,1,34,34,2024-12-18 12:12:50,2024-12-18,12,0,广东,珠海市
SA00006640,S032,星巴克(珠海招商花园城店),P012,抹茶拿铁,茶饮,2,34,68,2024-12-18 02:40:31,2024-12-18,2,0,广东,珠海市
SA00006641,S032,星巴克(珠海招商花园城店),P009,焦糖星冰乐,星冰乐,1,36,36,2024-12-19 08:04:48,2024-12-19,8,0,广东,珠海市
SA00006642,S032,星巴克(珠海招商花园城店),P020,太妃榛果拿铁,特调饮品,1,38,38,2024-12-19 15:37:28,2024-12-19,15,0,广东,珠海市
SA00006643,S032,星巴克(珠海招商花园城店),P008,抹茶星冰乐,星冰乐,1,38,38,2024-12-19 10:58:39,2024-12-19,10,0,广东,珠海市
SA00006644,S032,星巴克(珠海招商花园城店),P007,馥芮白,经典咖啡,1,36,36,2024-12-19 16:15:43,2024-12-19,16,0,广东,珠海市
SA00006645,S032,星巴克(珠海招商花园城店),P010,摩卡星冰乐,星冰乐,1,36,36,2024-12-20 21:18:31,2024-12-20,21,0,广东,珠海市
SA00006646,S032,星巴克(珠海招商花园城店),P018,燕麦奶冷萃,冷萃,2,38,76,2024-12-20 06:44:12,2024-12-20,6,0,广东,珠海市
SA00006647,S032,星巴克(珠海招商花园城店),P016,冷萃咖啡,冷萃,1,36,36,2024-12-20 11:04:48,2024-12-20,11,0,广东,珠海市
SA00006648,S032,星巴克(珠海招商花园城店),P003,卡布奇诺,经典咖啡,1,32,32,2024-12-20 16:34:11,2024-12-20,16,0,广东,珠海市
SA00006649,S032,星巴克(珠海招商花园城店),P016,冷萃咖啡,冷萃,1,36,36,2024-12-20 04:32:32,2024-12-20,4,0,广东,珠海市
SA00006650,S032,星巴克(珠海招商花园城店),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-20 16:20:03,2024-12-20,16,0,广东,珠海市
SA00006651,S032,星巴克(珠海招商花园城店),P003,卡布奇诺,经典咖啡,2,32,64,2024-12-20 15:24:29,2024-12-20,15,0,广东,珠海市
SA00006652,S032,星巴克(珠海招商花园城店),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-20 09:16:26,2024-12-20,9,0,广东,珠海市
SA00006653,S032,星巴克(珠海招商花园城店),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-21 09:37:59,2024-12-21,9,1,广东,珠海市
SA00006654,S032,星巴克(珠海招商花园城店),P004,摩卡,经典咖啡,1,35,35,2024-12-21 17:02:03,2024-12-21,17,1,广东,珠海市
SA00006655,S032,星巴克(珠海招商花园城店),P010,摩卡星冰乐,星冰乐,2,36,72,2024-12-21 12:54:35,2024-12-21,12,1,广东,珠海市
SA00006656,S032,星巴克(珠海招商花园城店),P002,拿铁,经典咖啡,1,32,32,2024-12-21 16:40:39,2024-12-21,16,1,广东,珠海市
SA00006657,S032,星巴克(珠海招商花园城店),P003,卡布奇诺,经典咖啡,3,32,96,2024-12-21 09:54:56,2024-12-21,9,1,广东,珠海市
SA00006658,S032,星巴克(珠海招商花园城店),P009,焦糖星冰乐,星冰乐,2,36,72,2024-12-21 08:46:38,2024-12-21,8,1,广东,珠海市
SA00006659,S032,星巴克(珠海招商花园城店),P003,卡布奇诺,经典咖啡,1,32,32,2024-12-21 19:56:29,2024-12-21,19,1,广东,珠海市
SA00006660,S032,星巴克(珠海招商花园城店),P002,拿铁,经典咖啡,2,32,64,2024-12-21 09:57:58,2024-12-21,9,1,广东,珠海市
SA00006661,S032,星巴克(珠海招商花园城店),P011,咖啡星冰乐,星冰乐,3,34,102,2024-12-21 09:12:54,2024-12-21,9,1,广东,珠海市
SA00006662,S032,星巴克(珠海招商花园城店),P018,燕麦奶冷萃,冷萃,1,38,38,2024-12-22 03:19:03,2024-12-22,3,1,广东,珠海市
SA00006663,S032,星巴克(珠海招商花园城店),P013,红茶拿铁,茶饮,3,32,96,2024-12-22 15:45:47,2024-12-22,15,1,广东,珠海市
SA00006664,S032,星巴克(珠海招商花园城店),P005,焦糖玛奇朵,经典咖啡,2,35,70,2024-12-22 07:41:24,2024-12-22,7,1,广东,珠海市
SA00006665,S032,星巴克(珠海招商花园城店),P005,焦糖玛奇朵,经典咖啡,1,35,35,2024-12-22 08:21:07,2024-12-22,8,1,广东,珠海市
SA00006666,S032,星巴克(珠海招商花园城店),P004,摩卡,经典咖啡,1,35,35,2024-12-22 07:46:11,2024-12-22,7,1,广东,珠海市
SA00006667,S032,星巴克(珠海招商花园城店),P002,拿铁,经典咖啡,1,32,32,2024-12-23 14:40:35,2024-12-23,14,0,广东,珠海市
SA00006668,S032,星巴克(珠海招商花园城店),P005,焦糖玛奇朵,经典咖啡,1,35,35,2024-12-23 11:24:45,2024-12-23,11,0,广东,珠海市
SA00006669,S032,星巴克(珠海招商花园城店),P006,浓缩咖啡,经典咖啡,2,22,44,2024-12-23 10:52:10,2024-12-23,10,0,广东,珠海市
SA00006670,S032,星巴克(珠海招商花园城店),P020,太妃榛果拿铁,特调饮品,2,38,76,2024-12-23 14:29:16,2024-12-23,14,0,广东,珠海市
SA00006671,S032,星巴克(珠海招商花园城店),P017,气致冷萃,冷萃,1,42,42,2024-12-24 00:32:17,2024-12-24,0,0,广东,珠海市
SA00006672,S032,星巴克(珠海招商花园城店),P008,抹茶星冰乐,星冰乐,1,38,38,2024-12-24 08:07:17,2024-12-24,8,0,广东,珠海市
SA00006673,S032,星巴克(珠海招商花园城店),P002,拿铁,经典咖啡,3,32,96,2024-12-24 17:21:50,2024-12-24,17,0,广东,珠海市
SA00006674,S032,星巴克(珠海招商花园城店),P014,冰摇柠檬茶,茶饮,2,28,56,2024-12-24 18:04:53,2024-12-24,18,0,广东,珠海市
SA00006675,S032,星巴克(珠海招商花园城店),P011,咖啡星冰乐,星冰乐,1,34,34,2024-12-24 10:47:27,2024-12-24,10,0,广东,珠海市
SA00006676,S032,星巴克(珠海招商花园城店),P017,气致冷萃,冷萃,1,42,42,2024-12-24 23:56:14,2024-12-24,23,0,广东,珠海市
SA00006677,S032,星巴克(珠海招商花园城店),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-24 14:02:31,2024-12-24,14,0,广东,珠海市
SA00006678,S032,星巴克(珠海招商花园城店),P007,馥芮白,经典咖啡,1,36,36,2024-12-24 00:52:25,2024-12-24,0,0,广东,珠海市
SA00006679,S032,星巴克(珠海招商花园城店),P001,美式咖啡,经典咖啡,1,28,28,2024-12-25 15:47:41,2024-12-25,15,0,广东,珠海市
SA00006680,S032,星巴克(珠海招商花园城店),P006,浓缩咖啡,经典咖啡,1,22,22,2024-12-25 09:54:41,2024-12-25,9,0,广东,珠海市
SA00006681,S032,星巴克(珠海招商花园城店),P011,咖啡星冰乐,星冰乐,2,34,68,2024-12-25 09:01:55,2024-12-25,9,0,广东,珠海市
SA00006682,S032,星巴克(珠海招商花园城店),P012,抹茶拿铁,茶饮,1,34,34,2024-12-25 16:49:14,2024-12-25,16,0,广东,珠海市
SA00006683,S032,星巴克(珠海招商花园城店),P002,拿铁,经典咖啡,1,32,32,2024-12-25 19:18:14,2024-12-25,19,0,广东,珠海市
